data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
4572196,716,ZIM6198,6198,1/14/2019,2019,1,Riots,Violent demonstration,Rioters (Zimbabwe),ZCTU: Zimbabwe Congress of Trade Unions,5,Police Forces of Zimbabwe (2017-),,1,15,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.15,28.58,1,AFP; Newsday (Zimbabwe),National-International,"On Jan 14th, protests escalated in Harare and Bulawayo over fuel price hikes. Reports of barricades erected and shops looted. Five people were reported killed as police intervened with live fire (fatalities spread over two locations). ZCTU had issued calls for nationwide protests.",3,1552576411,ZWE
4572197,716,ZIM6199,6199,1/14/2019,2019,1,Riots,Violent demonstration,Rioters (Zimbabwe),ZCTU: Zimbabwe Congress of Trade Unions,5,Police Forces of Zimbabwe (2017-),,1,15,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,AFP; Newsday (Zimbabwe),National-International,"On Jan 14th, protests escalated in Harare and Bulawayo over fuel price hikes. Reports of barricades erected and shops looted. Five people were reported killed as police intervened with live fire (fatalities spread over two locations). ZCTU had issued calls for nationwide protests.",2,1552576411,ZWE
4572198,716,ZIM6200,6200,1/14/2019,2019,1,Riots,Violent demonstration,Rioters (Zimbabwe),ZCTU: Zimbabwe Congress of Trade Unions,5,Police Forces of Zimbabwe (2017-),,1,15,Southern Africa,Zimbabwe,Manicaland,Makoni,Makoni RDC,Makoni,-18.7166,31.9833,1,Bulawayo24 (Zimbabwe),Subnational,"On Jan 14th, in Makoni, people protesting against the increase in fuel prices stormed the police station and set fire to the building and to cars parked there. ZCTU had issued calls for nationwide protests.",0,1552576411,ZWE
4572210,716,ZIM6247,6247,1/14/2019,2019,1,Violence against civilians,Attack,Military Forces of Zimbabwe (1987-2017),Unidentified Armed Group (Zimbabwe),1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,Guardian,International,"On Jan 14th, in Harare, some men in Zimbabwe National Army uniforms (suspected soldiers) and others in civilian clothing got out of a pickup armed with stones, iron bars, machetes and teargas canisters and assaulted a Toyota. The two people inside the car were ordered to lie down by the roadside where they were punched and kicked. One person died in hospital the following day.",1,1552576411,ZWE
4572490,716,ZIM6197,6197,1/13/2019,2019,1,Riots,Violent demonstration,Rioters (Zimbabwe),ZCTU: Zimbabwe Congress of Trade Unions,5,,,0,50,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Mpopoma,-20.145,28.5408,1,Bulawayo24 (Zimbabwe),Regional,"On Jan 13th, in Mpopoma, people barricaded roads leading to the city centre with rocks and burning tyres over fuel price hikes. ZCTU had issued calls for nationwide protests.",0,1552576412,ZWE
4572491,716,ZIM6196,6196,1/13/2019,2019,1,Violence against civilians,Attack,Military Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Matabeleland South,Beitbridge,Beitbridge Town Council,Beitbridge,-22.2167,29.9833,1,Bulawayo24 (Zimbabwe),Regional,"On Jan 13th, soldiers assaulted a traditional leader known as Chief Sitauze at the Beitbridge Border Post. The soldiers did not believe he was a traditional leader.",0,1552576412,ZWE
4572909,716,ZIM6195,6195,1/11/2019,2019,1,Protests,Peaceful protest,Protesters (Zimbabwe),ARTUZ: Amalgamated Rural Teachers Union of Zimbabwe,6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,New Zimbabwe,National,"On January 11th, teachers from the Amalgamated Rural Teachers Union of Zimbabwe (ARTUZ) staged a three hour protest over wages, blocking the main entrance to the New Government Complex offices in Central Harare.",0,1552576412,ZWE
4573348,716,ZIM6194,6194,1/10/2019,2019,1,Strategic developments,Looting/property destruction,Police Forces of Zimbabwe (2017-) Prison Guards,,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.15,28.58,1,Bulawayo24 (Zimbabwe),National,"On January 10th, in Bulawayo, Police forcibly ejected occupants of Kensington Plots (located at Willgrove farm) by demolishing housing structures. No fatalities have been reported.",0,1552576413,ZWE
4573715,716,ZIM6193,6193,1/9/2019,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Zimbabwe),,3,Civilians (Zimbabwe),Journalists (Zimbabwe),7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,Bulawayo24 (Zimbabwe),National,"On January 9th, a journalist was heavily assaulted by unknown assailants for filming police officers who were assaulting vendors.",0,1552576413,ZWE
4573716,716,ZIM6192,6192,1/9/2019,2019,1,Battles,Armed clash,Lupaka Communal Militia (Zimbabwe),,4,Dlobolobo Communal Militia (Zimbabwe),,4,44,Southern Africa,Zimbabwe,Matabeleland North,Lupane,Kusile RDC,Lupaka,-18.8,27.9176,1,Chronicle (Zimbabwe),National,"On January 9th, armed gangs from Lupaka clashed with their neighbours from Dlobolobo village. A man was killed.",1,1552576413,ZWE
4574548,716,ZIM6191,6191,1/7/2019,2019,1,Protests,Protest with intervention,Protesters (Zimbabwe),ARTUZ: Amalgamated Rural Teachers Union of Zimbabwe,6,Police Forces of Zimbabwe (2017-),,1,16,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,The Zimbabwean,National,"On January 7th, the Amalgamated Rural Teachers Union of Zimbabwe (ARTUZ) staged a protest over poor remuneration and working conditions. Nine leaders were arrested by police officers but later released.",0,1552576414,ZWE
4574688,716,ZIM6189,6189,1/6/2019,2019,2,Riots,Mob violence,Rioters (Zimbabwe),,5,Military Forces of Zimbabwe (2017-),Police Forces of Zimbabwe (2017-),1,15,Southern Africa,Zimbabwe,Matabeleland South,Beitbridge,Beitbridge Town Council,Chipise,-22.2333,30.9333,2,Bulawayo24 (Zimbabwe),National,"On or around January 6th, a group of 15 suspected border jumpers, illegally trying to cross the passage to South Africa, stoned a member of the Zimbabwe National Army and beat up his police colleague for trying to block their passage. It happened at the Chikwarakwara Irrigation Scheme, 120km east of Beitbridge Border Post.",0,1552576414,ZWE
4574689,716,ZIM6190,6190,1/6/2019,2019,1,Riots,Violent demonstration,Rioters (Zimbabwe),Prisoners (Zimbabwe),5,Police Forces of Zimbabwe (2017-) Prison Guards,,1,15,Southern Africa,Zimbabwe,Midlands,Gweru,Gweru City Council,Gweru,-19.45,29.82,2,Herald (Zimbabwe),National,"On January 6th, three criminals being transfered from Chikurubi Maximum Security Prison to Whawha Prison in Gweru attacked prison warders and jumped off a moving prison truck. One prisoner died on the spot, the second remained injured and the third escaped.",1,1552576414,ZWE
4575023,716,ZIM6186,6186,1/5/2019,2019,1,Riots,Mob violence,Rioters (Ethiopia),,5,Police Forces of Zimbabwe (2017-),,1,15,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,Zehabesha (Ethiopia),National,05 January: Harare youth set police station on fire. They have also been threatening civilians for unknown reasons.,0,1552576415,ZWE
4575320,716,ZIM6185,6185,1/3/2019,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Zimbabwe),,3,Civilians (Zimbabwe),Miners (Zimbabwe),7,37,Southern Africa,Zimbabwe,Matabeleland South,Gwanda,Gwanda Municipality,Gwanda,-20.9333,29,1,Chronicle (Zimbabwe),National,"On Jan 3, a mine worker was found dead in Mtshabezi River in Gwanda.",1,1552576415,ZWE
4578229,716,ZIM6188,6188,12/25/2018,2018,1,Violence against civilians,Attack,Police Forces of Zimbabwe (2017-),Military Forces of Zimbabwe (2017-),1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Midlands,Kwekwe,Kwekwe City Council,Kwekwe,-18.9166,29.8167,1,Bulawayo24 (Zimbabwe),National,"On December 25th, a police officer, supported by two soldiers attached to the 5.3 Infantry Battalion, killed a villager suspected of stealing bags of beans and maize seed from his neighbour.",1,1552576419,ZWE
4579419,716,ZIM6184,6184,12/21/2018,2018,1,Protests,Peaceful protest,Protesters (Zimbabwe),Labour Group (Zimbabwe),6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,New Zimbabwe,National,"On Dec 21, security guards in Zimbabwe staged a protest demanding an increase in their wages.",0,1552576420,ZWE
4579703,716,ZIM6183,6183,12/20/2018,2018,1,Violence against civilians,Abduction/forced disappearance,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC: Movement for Democratic Change,7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Highfield,-17.8858,30.9919,1,Bulawayo24 (Zimbabwe),National,"On Dec 20, the MDC Youth Assembly leader was abducted by ZANU PF youths.",0,1552576421,ZWE
4580048,716,ZIM6182,6182,12/19/2018,2018,1,Protests,Protest with intervention,Protesters (Zimbabwe),ARTUZ: Amalgamated Rural Teachers Union of Zimbabwe,6,Police Forces of Zimbabwe (2017-),,1,16,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,Bulawayo24 (Zimbabwe),National,"On Dec 19, teachers from the ARTUZ staged a protest in Harare over poor salaries. 14 people were arrested.",0,1552576421,ZWE
4580205,716,ZIM6181,6181,12/18/2018,2018,1,Protests,Peaceful protest,Protesters (Zimbabwe),,6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,New Zimbabwe,National,"On Dec 18, war veterans staged a protest in Harare against the non-payment of their pensions.",0,1552576421,ZWE
4581967,716,ZIM6180,6180,12/12/2018,2018,1,Violence against civilians,Attack,Police Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),Journalists (Zimbabwe),7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,The Zimbabwean,National,"On December 12th, police arrested two journalists in Harare, and beat one of them with truncheons. They were released without charge later that same day, although their camera equipment had been damaged as well as confiscated.",0,1552576423,ZWE
4582322,716,ZIM6187,6187,12/11/2018,2018,1,Strategic developments,Looting/property destruction,Unidentified Armed Group (Zimbabwe),Police Forces of Zimbabwe (2017-),3,Civilians (International),Civilians (Zimbabwe); Civilians (China),7,37,Southern Africa,Zimbabwe,Midlands,Zvishavane,Runde RDC,Zvishavane,-20.3333,30.0333,1,Bulawayo24 (Zimbabwe),National,"On December 11th, eight armed robbers, among which two police officers attached to the ZRP Support Unit, raided a Chinese mining company in Zvishavane, robbing the owners of their valuables, gold and cash. No fatalities have been reported.",0,1552576424,ZWE
4582834,716,ZIM6179,6179,12/9/2018,2018,1,Protests,Peaceful protest,Protesters (Zimbabwe),,6,,,0,60,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.15,28.58,1,Zimbabwe Chronicle,National,"On December 9th, demonstrators gathered at the Entumbane district police station in Bulawayo city, to protest the spread of drugs in the community. The source suggests that the protesters believed the police were colluding with a prominent suspected drug dealer.",0,1552576424,ZWE
4583321,716,ZIM6178,6178,12/7/2018,2018,1,Protests,Peaceful protest,Protesters (Zimbabwe),ZAPU: Zimbabwe African Peoples Union,6,,,0,60,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.15,28.58,1,Newsday (Zimbabwe),National,"On December 7th, protesters from the women's wing of the ZAPU party gathered in Bulawayo city to protest deteriorating economic conditions in Zimbabwe.",0,1552576425,ZWE
4585560,716,ZIM6176,6176,11/30/2018,2018,2,Protests,Protest with intervention,Protesters (Zimbabwe),,6,Police Forces of Zimbabwe (2017-),,1,16,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.15,28.58,1,New Zimbabwe,National,"On or around November 30th, protesters gathered at Bylawayo to commemorate the victims and survivors of the Balagwe Gukurahundi camp. Riot police were deployed, who prevented the protesters from demonstrating.",0,1552576427,ZWE
4585694,716,ZIM6175,6175,11/29/2018,2018,1,Protests,Peaceful protest,Protesters (Zimbabwe),MDC-A: Movement for Democratic Change (Alliance),6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,AFP,International,"On November 29th, several thousand demonstrators attended the MDC-A organised protest in Harare, against economic deterioration in the country. The event was permitted by police, and no serious incidents were reported.",0,1552576428,ZWE
4586878,716,ZIM6174,6174,11/25/2018,2018,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Zimbabwe),,3,Civilians (Zimbabwe),Military Forces of Zimbabwe (2017-),7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,EWN; Chronicle (Zimbabwe); My Zimbabwe,National-regional,"On November 25th, a former army lieutenant-colonel was allegedly abducted by an unknown group in Harare, before escaping in Rushinga. The events, as well as the individual question, are contested, with the military denying involvement in the incident; casting doubt on the credentials of the former senior officer; and dismissing claims that he was due to appear at the commission of inquiry into post-election violence.",0,1552576429,ZWE
4587355,716,ZIM6177,6177,11/23/2018,2018,1,Violence against civilians,Sexual violence,Police Forces of Zimbabwe (2017-),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.15,28.58,1,Zimbabwe Chronicle,National,"On November 23rd, a police officer raped a civilian several times at her home in Bulawayo. The officer - who had been posing under a false identity as an intelligence officer - had been attempting to woo the victim. The officer has since been arrested.",0,1552576429,ZWE
4587798,716,ZIM6173,6173,11/22/2018,2018,1,Riots,Mob violence,Police Forces of Zimbabwe (2017-) Parks and Wildlife Management Authority,,1,Rioters (Zimbabwe),MDC: Movement for Democratic Change,5,15,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,VOA,International,"On November 22nd, police attempted to forcibly remove MDC politicians from parliament, prompting ""scuffles"" between the police and politicians. The politicians had kept their seats when President Mnangagwa was speaking.",0,1552576430,ZWE
4592269,716,ZIM6171,6171,11/5/2018,2018,2,Violence against civilians,Abduction/forced disappearance,Militia (Miners),,4,Civilians (Zimbabwe),Health Workers (Zimbabwe),7,47,Southern Africa,Zimbabwe,Matabeleland South,Umzingwane,Umzingwane RDC,Esigodini,-20.3,28.9333,1,The Sunday Mail (Zimbabwe),National,"On or around November 9th, and following a clash between two mining gangs in Esigodini (Matabeleland South), a group of miners took nurses hostage at a local hospital, and demanded their injuries be treated.",0,1552576435,ZWE
4592270,716,ZIM6172,6172,11/5/2018,2018,2,Battles,Armed clash,Militia (Miners),,4,Militia (Miners),,4,44,Southern Africa,Zimbabwe,Matabeleland South,Umzingwane,Umzingwane RDC,Esigodini,-20.3,28.9333,1,The Sunday Mail (Zimbabwe),National,"On or around November 9th, two mining gangs clashed in Esigodini (Matabeleland South). A number of injuries were sustained.",0,1552576435,ZWE
4593372,716,ZIM6169,6169,11/1/2018,2018,1,Protests,Peaceful protest,Protesters (Zimbabwe),Students (Zimbabwe),6,,,0,60,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.15,28.58,1,Newsday (Zimbabwe),National,"On November 1st, students from the Catholic University of Zimbabwe in Bulawayo protested against alleged abuses of power by University staff, who the protesters claimed were demanding sexual favours in exchange for high grades.",0,1552576436,ZWE
4595011,716,ZIM6168,6168,10/26/2018,2018,1,Protests,Protest with intervention,Protesters (Zimbabwe),,6,Police Forces of Zimbabwe (2017-),,1,16,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.15,28.58,1,New Zimbabwe,National,"On October 26th, demonstrators gathered at Bulawayo, to register their displeasure with the inquiry into post-election violence. Police dispersed the protests.",0,1552576438,ZWE
4595492,716,ZIM6166,6166,10/24/2018,2018,2,Protests,Peaceful protest,Protesters (Zimbabwe),,6,,,0,60,Southern Africa,Zimbabwe,Matabeleland South,Insiza,Insiza RDC,Filabusi,-20.5333,29.2833,1,Sunday News (Zimbabwe),National,"During the week beginning October 22nd, protesters gathered in Filabusi (Matabeleland South), to demonstrate against the alleged refusal of a local supermarket to accept payment in currency other than US dollars. The protesters threatened to burn down the store if it did not accept bond notes.",0,1552576439,ZWE
4595493,716,ZIM6167,6167,10/24/2018,2018,2,Battles,Armed clash,Private Security Forces (Zimbabwe),,8,Militia (Miners),,3,38,Southern Africa,Zimbabwe,Midlands,Zvishavane,Runde RDC,Zvishavane,-20.3333,30.0333,2,Herald (Zimbabwe),National,"During the week beginning October 22nd, a security guard from a gold mine on the outskirts of Zvishavane (Midlands) shot and killed an illicit miner who had (along with other miners) broken into the mine shaft. The source states that the miner was in the process of attacking the security guard with his mining equipment when he was shot.",1,1552576439,ZWE
